A2IBPI20UZIR0U,1384719342,5.0,1393545600
A14VAT5EAX3D9S,1384719342,5.0,1363392000
A195EZSQDW3E21,1384719342,5.0,1377648000
A2C00NNG1ZQQG2,1384719342,5.0,1392336000
A94QU4C90B1AX,1384719342,5.0,1392940800
A2A039TZMZHH9Y,B00004Y2UT,5.0,1356048000
A1UPZM995ZAH90,B00004Y2UT,5.0,1390089600
AJNFQI3YR6XJ5,B00004Y2UT,3.0,1353024000
A3M1PLEYNDEYO8,B00004Y2UT,5.0,1215302400
AMNTZU1YQN1TH,B00004Y2UT,5.0,1389139200
A2NYK9KWFMJV4Y,B00004Y2UT,5.0,1334793600
A35QFQI0M46LWO,B00005ML71,4.0,1398124800
A2NIT6BKW11XJQ,B00005ML71,3.0,1384646400
A1C0O09LOLVI39,B00005ML71,5.0,1371340800
A17SLR18TUMULM,B00005ML71,5.0,1356912000
A2PD27UKAD3Q00,B00005ML71,2.0,1376697600
AKSFZ4G1AXYFC,B000068NSX,4.0,1376352000
A67OJZLHBBUQ9,B000068NSX,5.0,1373328000
A2EZWZ8MBEDOLN,B000068NSX,5.0,1363564800
A1CL807EOUPVP1,B000068NSX,5.0,1375833600
A1GMWTGXW682GB,B000068NSX,4.0,1331856000
A2G12DY50U700V,B000068NSX,5.0,1390953600
A3E0CF25A7LD2,B000068NSX,4.0,1354924800
A2W3CLAYZLDPTV,B000068NTU,5.0,1341446400
A398X9POBHK69N,B000068NTU,5.0,1383177600
AXWB93VKVML6K,B000068NTU,4.0,1372809600
A2FZ4Z0UFA1OR8,B000068NTU,5.0,1327449600
AXP9CF1UTFRSU,B000068NTU,5.0,1381795200
A2CCGGDGZ694CT,B000068NVI,4.0,1341964800
A27DR1VO079F1V,B000068NVI,5.0,1392768000
A1LQC225SE8UNI,B000068NVI,5.0,1337990400
AU9BPT3Y3K6J4,B000068NVI,5.0,1376092800
A14Z9LAETO21KL,B000068NVI,4.0,1394496000
A2074KEJGRYJV4,B000068NVI,5.0,1379289600
A7TRK2GG6BHWD,B000068NVI,5.0,1325808000
A319B090A2POEB,B000068NVI,4.0,1329004800
A396ELNTQDFYPO,B000068NVI,4.0,1379289600
A17CU1D2CWXOHB,B000068NVI,4.0,1387065600
A1S0HTDO0P4N5V,B000068NVI,5.0,1379376000
A3DWQW2L39RB1S,B000068NVI,4.0,1355443200
AQQ91U1U4YKDF,B000068NVI,5.0,1372464000
AA5TINW2RJ195,B000068NW5,5.0,1405382400
ABC68JUCPTVOE,B000068NW5,5.0,1333152000
A3W2E6S24BTXXK,B000068NW5,5.0,1401235200
A3872Y2XH0YDX1,B000068NW5,5.0,1363132800
A398X9POBHK69N,B000068NW5,4.0,1388966400
A13A81NN0NRD1S,B000068NW5,4.0,1290038400
A1EUO0BU72JR7T,B000068NW5,5.0,1372291200
A1H4WSC8JWS59N,B000068NW5,5.0,1359504000
A3OXHLG6DIBRW8,B000068NW5,5.0,1346803200
A12ABV9NU02O29,B000068NW5,2.0,1309910400
A2U1Z3TZ4P76JB,B000068NW5,5.0,1393977600
A1L7M2JXN4EZCR,B000068NW5,1.0,1391904000
A37A41GWQFMK3D,B000068NW5,4.0,1370649600
A2JK2ITE138P7Z,B000068NW5,5.0,1399939200
A1DVUFG2QSJ6IK,B000068NW5,5.0,1381190400
A34VZEFXQJJ7AT,B000068NW5,5.0,1374710400
A1SD1C8XK3Z3V1,B000068NW5,5.0,1392163200
AKHWZ3S1UVZAO,B000068NW5,4.0,1397779200
A3LNNEYLGGCO25,B000068NW5,3.0,1404518400
AMACM7BGUQCZD,B000068NW5,5.0,1390521600
A38HMS5RYSYF8G,B000068NW5,5.0,1389571200
A6D91KPQGIDKZ,B000068NW5,5.0,1343001600
A2RCCN4KEXZGC8,B000068NW5,5.0,1377388800
A3GAP455S8YH0M,B000068NW5,5.0,1373068800
A1N06X05VZWO5Y,B000068NW5,5.0,1391385600
A3TA1UJWRJF9NC,B000068NW5,5.0,1293580800
A3VPISTBNS66C5,B000068NW5,4.0,1359072000
A1E5FQZTUM8OC1,B000068NW5,5.0,1373846400
A3MYWHYZ30WLQJ,B000068NW5,5.0,1377734400
A1FHOW9NVOH8XR,B000068NW5,5.0,1359936000
A319B090A2POEB,B000068NW5,3.0,1329004800
A2VH0UT5EQFB6P,B000068NW5,5.0,1389830400
A396ELNTQDFYPO,B000068NW5,4.0,1358726400
A2WYAHJGST6AOT,B000068NW5,3.0,1393372800
A781ITP3HE2N5,B000068NW5,5.0,1380844800
AN73VQ17FZVJ8,B000068NW5,3.0,1371168000
ALUTHT4U058KZ,B000068NW5,4.0,1334620800
A1A15ECLHM9BQY,B000068NW5,5.0,1404950400
A1S8R9OAIQT7YI,B000068NW5,4.0,1403913600
A3RHT4KI3H5TVH,B000068NW5,5.0,1379894400
AVY8D3ULJTX0H,B000068NW5,5.0,1357603200
A15BHBF0L0HV1F,B000068NW5,5.0,1320192000
A1AFN4T80DZ3RR,B000068NW5,5.0,1383868800
A3DCG2MNPR4BW,B000068NW5,5.0,1369180800
A3NGAQKJ6X088B,B000068NW5,5.0,1402876800
A35XRT4BW4I6UD,B000068NW5,5.0,1346976000
AKYDGCKCY7H9F,B000068NW5,5.0,1381363200
A19NGYCQ1NCF3W,B000068NW5,4.0,1295568000
A3UD50M7M72150,B000068NW5,1.0,1394755200
A2B78RXJ2PB6ZD,B000068NW5,5.0,1328313600
A18RGYRCEN181M,B000068NW5,5.0,1386633600
A18LZ6VHS4DK69,B000068NW5,5.0,1360886400
AQG6AQXC703WD,B000068NZC,3.0,1395792000
A2YGWCX3DQ6ER0,B000068NZC,5.0,1372550400
A21VM9WVF8EOSJ,B000068NZC,5.0,1323129600
A3M48SSAOTBSMW,B000068NZC,5.0,1335312000
AFLRU6952DEFX,B000068NZC,4.0,1396828800
A1W3CEEQBJ4GTN,B000068NZC,2.0,1379289600
AXP9CF1UTFRSU,B000068NZC,5.0,1369526400
A1IR3NR4KRPIJ1,B000068NZG,5.0,1371686400
A2NYK9KWFMJV4Y,B000068NZG,5.0,1372118400
A2RS66Y79Q8X0W,B000068NZG,5.0,1400716800
A34IJACMU8C3IM,B000068NZG,4.0,1229299200
A2WYF4POBUXL2O,B000068NZG,4.0,1356825600
A3UPEG3LRWOX16,B000068O1N,4.0,1387929600
A2QJQ3HSJB4NS,B000068O1N,5.0,1358035200
A1MVH1WLYDHZ49,B000068O1N,5.0,1384128000
A2XXBZPQT5EXHV,B000068O1N,5.0,1392595200
A204ETWOV23HO4,B000068O1N,5.0,1373500800
A203OCQQ12MAVT,B000068O1N,5.0,1318723200
A319B090A2POEB,B000068O1N,5.0,1329004800
A3JUQ2E799OC5B,B000068O1N,5.0,1297728000
A2PN3GY7I3EKC1,B000068O1N,5.0,1381190400
A1FCX548TD6DLP,B000068O3D,5.0,1395792000
A35D9ODUCAMF5G,B000068O3D,5.0,1359158400
A3UETHIJBL6MCV,B000068O3D,5.0,1329350400
A2Y8JW5NSY95OL,B000068O3D,5.0,1368230400
A3FW4THIMBIN6V,B000068O3D,4.0,1346630400
AT09WGFUM934H,B000068O3D,5.0,1384300800
A1NAA1R38JSNHV,B000068O3D,5.0,1357257600
A1F4KCBVDP8S25,B000068O3X,5.0,1327881600
A4BTCECGQAIUI,B000068O3X,4.0,1375747200
AROOYR32BS1VL,B000068O3X,4.0,1369440000
A2F2L5F9OWWVY6,B000068O3X,5.0,1360454400
A3PL8ENSYWS1PZ,B000068O3X,5.0,1394928000
A23BIOQUMRC7K5,B000068O3X,5.0,1359504000
A27DR1VO079F1V,B000068O3X,5.0,1392768000
A3OZC468867FW8,B000068O3X,4.0,1355875200
AJ3MI4QT7339J,B000068O3X,5.0,1403913600
A3OJ0RGAECAGH8,B000068O3X,5.0,1296172800
A22LLQ00V32YZJ,B000068O3X,4.0,1399334400
A1N06X05VZWO5Y,B000068O3X,5.0,1392854400
A2LBHMQ3142G3S,B000068O3X,5.0,1289606400
AEG2MOBNK5KCA,B000068O3X,5.0,1374192000
A3V1A3C9DTLPME,B000068O3X,5.0,1336262400
A3200TEQBFSDRX,B000068O3X,5.0,1398643200
AFLRU6952DEFX,B000068O3X,5.0,1403568000
A3HLW3G0TA8GX1,B000068O4H,4.0,1392076800
A9J03MF2689TS,B000068O4H,5.0,1326240000
AQFOCVEBDCYU9,B000068O4H,5.0,1375228800
A3GSBNVP2LPFRB,B000068O4H,5.0,1393545600
A37U8NH2CD9EDX,B000068O4H,4.0,1363737600
A1M957IA3QNX7X,B000068O4H,4.0,1363651200
AEN6KDJ3AJDK6,B000068O4H,2.0,1388361600
A17CU1D2CWXOHB,B000068O4H,5.0,1397606400
ALHC64J88LVWO,B000068O4H,5.0,1383436800
AKDQONDXN72MW,B000068O4H,5.0,1383004800
A3HLW3G0TA8GX1,B000068O59,4.0,1392076800
A3M05N9UWHIXUI,B000068O59,5.0,1354320000
A28P7V9KI7MXP,B000068O59,5.0,1369094400
A26JHKA8SNXV6P,B000068O59,4.0,1370649600
A1VHCO8RQFIGQJ,B000068O59,5.0,1362355200
A2RS66Y79Q8X0W,B000068O59,5.0,1396310400
A2H5GRB3XXEBX0,B00006LVEU,5.0,1383264000
A1LS2UXHG1BYRG,B00006LVEU,5.0,1349308800
A3HCK3UXD6WS4G,B00006LVEU,5.0,1366848000
A2WT46GVYE1ZDD,B00006LVEU,3.0,1381190400
A2EZWZ8MBEDOLN,B00006LVEU,5.0,1390867200
A2BRXREMT5WZJ0,B00006LVEU,5.0,1396483200
A1L7M2JXN4EZCR,B00006LVEU,4.0,1399593600
A3EUD541ZM0R0R,B00006LVEU,5.0,1396569600
AMNTZU1YQN1TH,B00006LVEU,5.0,1389139200
AXWB93VKVML6K,B00006LVEU,5.0,1371340800
A19JA9J3BFBKNO,B00006LVEU,3.0,1402358400
AKYDGCKCY7H9F,B00006LVEU,5.0,1306454400
AKLDKUON6YY0X,B00006LVEU,5.0,1381363200
A2SH4497XM1HET,B00006LVEU,5.0,1374278400
A1LQC225SE8UNI,B00009W40D,5.0,1392595200
A2QDVOUXE4PYIM,B00009W40D,5.0,1326240000
A12YXGXV4MATDS,B00009W40D,4.0,1395100800
A1RHGZOBDC3WQF,B00009W40D,5.0,1393718400
A6FIAB28IS79,B00009W40D,4.0,1244332800
A20EZ7E8WUH2GZ,B00009W40D,4.0,1325203200
A3HLW3G0TA8GX1,B00009W40G,4.0,1392076800
A1FI4UL6C50NZJ,B00009W40G,4.0,1331424000
A223S6N0DBQBHP,B00009W40G,5.0,1325894400
A10KH8EN77ZKWH,B00009W40G,4.0,1330992000
A34LQ791ACZ0JC,B00009W40G,4.0,1356566400
A31XY5BETE8DUC,B00009W40G,3.0,1356480000
A1C92KYEEU1T0G,B0000AQRSR,4.0,1356048000
A2JN6080LXS12H,B0000AQRSR,4.0,1404345600
A2EWLWNMF65J5X,B0000AQRSR,5.0,1353369600
A1K8E597YAFQQG,B0000AQRSR,5.0,1396396800
A2N4QZ92NBKJZZ,B0000AQRSR,4.0,1386374400
A3TJMZ2YFNECYN,B0000AQRSS,4.0,1302307200
A2MR43RDPZX3J,B0000AQRSS,4.0,1401062400
A3VVKC910FN4EK,B0000AQRSS,5.0,1288051200
A3IICSS30MRX9M,B0000AQRSS,5.0,1297900800
A34LQ791ACZ0JC,B0000AQRSS,4.0,1251849600
A6FIAB28IS79,B0000AQRSS,4.0,1245974400
A18X6ZT4AEYVKB,B0000AQRSS,5.0,1387756800
A2LSR40ZH18TPH,B0000AQRST,5.0,1342569600
A7E0CJH464L82,B0000AQRST,5.0,1380758400
A2KI91IR3RA7D0,B0000AQRST,5.0,1147651200
A2DKLC2FJTY9OI,B0000AQRST,5.0,1384387200
A1MI9FDCNB3CMR,B0000AQRST,5.0,1140912000
A37AQI4AU3JWSR,B0000AQRST,5.0,1381708800
A37U8NH2CD9EDX,B0000AQRST,5.0,1363737600
A319B090A2POEB,B0000AQRST,4.0,1350604800
A34IJACMU8C3IM,B0000AQRST,4.0,1229126400
